Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-May-2026,2229.95,2229.95,2201.0,2209.05,2211.73451343083,56549,7357,125071375.0,22739,40.21,28.95,-20.9
19-May-2026,2239.55,2282.5,2229.65,2231.95,2253.91226729094,62793,4538,141529913.0,40702,64.82,52.85,-7.6
18-May-2026,2268.75,2268.75,2225.0,2254.9,2243.3816153720886,24564,3093,55106426.0,13445,54.73,43.75,-13.85
15-May-2026,2248.7,2297.75,2246.25,2271.0,2277.950425085569,36228,2163,82525588.0,16411,45.3,51.5,22.3
14-May-2026,2267.7,2285.6,2245.1,2248.6,2260.4914245636046,229551,14871,518898067.0,139820,60.91,40.5,-19.1
13-May-2026,2263.0,2295.85,2250.0,2267.75,2271.419141188595,72775,6666,165302528.0,24650,33.87,45.85,4.75
12-May-2026,2280.0,2305.55,2256.1,2266.7,2280.3873310069584,95714,6662,218264993.0,57163,59.72,49.45,-13.3
11-May-2026,2276.45,2317.1,2262.2,2307.3,2294.751626244978,101307,6650,232474403.0,53386,52.7,54.9,30.85
8-May-2026,2276.85,2297.15,2257.25,2287.9,2281.7586246682818,43335,4104,98880010.0,22358,51.59,39.9,11.05
7-May-2026,2311.0,2328.3,2268.0,2272.8,2286.519170376723,158578,20527,362591637.0,48994,30.9,60.3,-38.2
6-May-2026,2324.15,2339.75,2288.2,2318.0,2308.817774990253,117986,11283,272408174.0,63999,54.24,51.55,-6.15
5-May-2026,2308.35,2335.0,2289.55,2328.4,2308.4963908234217,370029,3765,854210611.0,326735,88.3,45.45,20.05
4-May-2026,2280.4,2365.0,2276.7,2309.05,2334.3125240882323,111569,8252,260436914.0,41372,37.08,88.3,28.65
30-April-2026,2323.25,2368.95,2211.4,2250.6,2272.7556280961912,304810,31801,692758643.0,80931,26.55,157.55,-72.65
29-April-2026,2299.95,2350.0,2291.35,2313.05,2324.076160916796,83770,7185,194687860.0,49714,59.35,58.65,13.1
28-April-2026,2325.5,2334.25,2280.3,2288.25,2309.16805361412,76547,4068,176759887.0,49810,65.07,53.95,-37.25
27-April-2026,2336.35,2361.0,2325.0,2327.6,2340.843906531448,40527,4143,94867381.0,17894,44.15,36.0,-8.75
24-April-2026,2380.0,2382.65,2300.0,2329.0,2329.450559374956,142838,7073,332734059.0,89459,62.63,82.65,-51.0
23-April-2026,2345.0,2399.95,2340.1,2365.75,2371.8781334752744,39453,6495,93577708.0,14091,35.72,59.85,20.75
22-April-2026,2310.0,2408.2,2310.0,2368.7,2374.5454227076675,379766,13033,901771617.0,264511,69.65,98.2,58.7
21-April-2026,2236.05,2334.9,2229.1,2305.4,2269.605384256148,175586,8927,398510931.0,92263,52.55,105.8,69.35
20-April-2026,2240.0,2252.45,2223.0,2235.5,2239.353770574241,103406,5486,231562616.0,75510,73.02,29.45,-4.5
17-April-2026,2135.65,2244.5,2133.05,2241.1,2218.968986173177,261593,15308,580466754.0,148301,56.69,111.45,105.45
16-April-2026,2165.0,2165.0,2129.0,2139.45,2143.628096094461,139571,11615,299188317.0,39105,28.02,36.0,-25.55
15-April-2026,2138.35,2168.15,2138.35,2156.5,2159.1227225449065,85567,9608,184749654.0,35318,41.28,29.8,18.15
13-April-2026,2126.6,2139.95,2113.35,2127.5,2127.38169179114,101561,5167,216059012.0,66774,65.75,26.6,0.9
10-April-2026,2133.0,2169.75,2121.8,2155.6,2152.055238543957,114612,6499,246651355.0,72510,63.27,47.95,22.6
9-April-2026,2159.7,2163.0,2115.15,2133.7,2135.93059731634,89132,11748,190379766.0,28012,31.43,47.85,-26.0
8-April-2026,2130.0,2192.4,2130.0,2145.65,2158.962835742928,266089,9943,574476262.0,201660,75.79,62.4,15.65
7-April-2026,2079.3,2119.5,2050.6,2110.2,2080.4129052631574,47500,4313,98819613.0,25575,53.84,68.9,30.9
6-April-2026,2070.0,2091.8,2042.05,2083.05,2062.1502695889644,42843,3901,88348704.0,18033,42.09,49.75,13.05
2-April-2026,2063.95,2069.95,2023.05,2065.0,2047.250169338451,75293,13185,154143607.0,34724,46.12,46.9,1.05
1-April-2026,2125.35,2125.4,2051.55,2064.45,2077.978648521821,106550,8083,221408625.0,61431,57.65,73.85,-60.9
30-March-2026,2060.05,2082.0,2046.1,2055.8,2056.9999393111816,164775,11309,338942165.0,108561,65.88,35.9,-4.25
27-March-2026,2122.15,2127.45,2068.35,2075.0,2093.234079335967,180473,16411,377772234.0,107897,59.79,59.1,-47.15
25-March-2026,2189.5,2189.5,2088.0,2135.9,2130.549238363844,288261,26258,614154254.0,217318,75.39,101.5,-53.6
24-March-2026,2065.2,2114.0,2065.2,2084.7,2087.9791544299715,86829,10816,181297142.0,51495,59.31,48.8,19.5
23-March-2026,2050.3,2096.45,2033.0,2054.1,2055.1826858734926,164386,13841,337843261.0,107418,65.34,63.45,3.8
20-March-2026,2091.75,2100.0,2068.9,2083.9,2085.313614484549,76661,6082,159862227.0,48477,63.24,31.1,-7.85
19-March-2026,2115.0,2131.3,2071.0,2077.45,2095.7744390844337,110489,25364,231560022.0,57435,51.98,60.3,-37.55
18-March-2026,2167.5,2175.0,2130.5,2136.15,2146.6089389888984,227811,16496,489021129.0,178754,78.47,44.5,-31.35
17-March-2026,2173.95,2183.15,2147.25,2158.5,2156.9901089433906,91699,6869,197793836.0,65606,71.54,35.9,-15.45
16-March-2026,2161.0,2186.0,2154.0,2174.45,2168.6636810798445,87420,5162,189584579.0,44197,50.56,32.0,13.45
13-March-2026,2144.85,2191.8,2121.4,2160.55,2172.284647296656,132817,8514,288516330.0,57282,43.13,70.4,15.7
12-March-2026,2168.95,2168.95,2109.8,2135.45,2129.628703959212,76101,21693,162066874.0,33384,43.87,59.15,-33.5
11-March-2026,2197.6,2197.6,2156.0,2161.75,2170.050673469388,49000,9354,106332483.0,24791,50.59,41.6,-35.85
10-March-2026,2213.25,2219.6,2175.35,2191.8,2195.315190845021,14331,1543,31461062.0,7471,52.13,44.25,-21.45
9-March-2026,2195.25,2200.7,2170.5,2194.0,2186.8888461025786,67519,7380,147656548.0,39626,58.69,30.2,-1.25
6-March-2026,2253.25,2253.25,2220.0,2226.1,2229.488904749546,61648,5674,137443532.0,38045,61.71,33.25,-27.15
5-March-2026,2270.05,2275.0,2229.7,2253.8,2245.1969146263077,85565,21229,192110274.0,34348,40.14,45.3,-16.25
4-March-2026,2300.1,2311.7,2252.5,2262.65,2288.423900789177,66525,12991,152237400.0,25685,38.61,59.2,-37.45
2-March-2026,2275.65,2353.0,2275.65,2319.8,2310.851384549844,140840,15480,325460309.0,75056,53.29,77.35,44.15
27-February-2026,2367.05,2378.75,2331.0,2338.25,2346.2718769084113,67137,4473,157521655.0,41341,61.58,47.75,-28.8
26-February-2026,2374.55,2386.1,2355.5,2383.65,2372.6561160097435,70201,16657,166562832.0,39207,55.85,30.6,9.1
25-February-2026,2366.0,2379.4,2349.05,2374.55,2364.925078459344,105150,14131,248671872.0,63280,60.18,30.35,8.55
24-February-2026,2344.05,2371.05,2332.2,2359.3,2356.1779204486756,40653,4702,95785701.0,27292,67.13,38.85,15.25
23-February-2026,2320.15,2349.85,2320.15,2344.85,2338.93671386,83557,4767,195434535.0,47124,56.4,29.7,24.7
20-February-2026,2298.0,2331.0,2279.0,2315.0,2313.8909124669253,129254,3510,299079656.0,103230,79.87,52.0,17.0
19-February-2026,2344.2,2344.2,2276.0,2279.5,2301.479867247791,50018,13121,115115420.0,24196,48.37,68.2,-64.7
18-February-2026,2304.6,2329.6,2304.6,2323.7,2314.4369266401486,99305,9913,229835159.0,78277,78.82,25.0,19.1
17-February-2026,2300.75,2322.8,2300.75,2312.2,2311.3270989830853,19569,1088,45230360.0,11947,61.05,22.05,11.45
16-February-2026,2305.45,2327.0,2288.2,2318.85,2306.895330869452,487307,5059,1124166243.0,455057,93.38,38.8,13.4
13-February-2026,2400.0,2400.0,2300.0,2305.2,2341.9634853717694,165331,11906,387199165.0,100697,60.91,100.0,-94.8
12-February-2026,2462.95,2479.7,2350.35,2410.05,2415.5627803582615,201082,28557,485726195.0,68098,33.87,129.35,-52.9
11-February-2026,2452.6,2470.3,2446.2,2462.45,2460.9082907011734,53168,9896,130841572.0,34109,64.15,24.1,9.85
10-February-2026,2433.95,2458.0,2431.4,2454.05,2444.4387494363446,19959,1887,48788553.0,11883,59.54,26.6,20.1
9-February-2026,2427.0,2438.95,2402.4,2433.95,2422.69491642779,72213,3214,174950068.0,47441,65.7,36.55,6.95
6-February-2026,2354.0,2429.35,2337.25,2423.75,2390.4842964366394,27446,2244,65609232.0,13339,48.6,92.1,69.75
5-February-2026,2355.05,2423.85,2351.3,2354.0,2388.71638249654,65747,13677,157050936.0,25540,38.85,72.55,-1.05
4-February-2026,2350.25,2394.05,2350.25,2371.35,2372.9583106918512,46007,11310,109172693.0,13234,28.77,43.8,21.1
3-February-2026,2399.6,2399.6,2344.65,2369.35,2367.6799003266324,29697,4111,70312990.0,12839,43.23,54.95,-30.25
2-February-2026,2351.25,2359.35,2302.35,2355.8,2333.0333054159687,35820,4549,83569253.0,17488,48.82,57.0,4.55
1-February-2026,2373.65,2384.3,2329.5,2351.15,2351.9342539604745,69373,4698,163160735.0,45505,65.59,54.8,-22.5
30-January-2026,2335.35,2382.6,2335.35,2373.65,2364.8107228915665,33200,2916,78511716.0,8602,25.91,47.25,38.3
29-January-2026,2373.75,2375.4,2311.35,2351.65,2336.6412849311128,97406,16766,227602881.0,37455,38.45,64.05,-22.1
28-January-2026,2400.55,2419.3,2340.5,2380.35,2369.3390214730753,71904,14821,170364953.0,38733,53.87,78.8,-20.2
27-January-2026,2405.7,2420.05,2380.2,2400.3,2402.6000743287186,53815,4248,129295923.0,30636,56.93,39.85,-5.4
23-January-2026,2390.25,2433.75,2376.25,2412.05,2412.607205352548,29145,2293,70315437.0,12958,44.46,57.5,21.8
22-January-2026,2367.2,2400.0,2365.55,2390.05,2378.7776684755586,185012,18784,440102414.0,96241,52.02,34.45,22.85
21-January-2026,2378.6,2400.95,2361.5,2367.15,2386.5646542909726,88022,5201,210070194.0,48032,54.57,39.45,-11.45
20-January-2026,2424.0,2438.5,2367.85,2376.5,2414.4668552236167,28285,2293,68293195.0,15142,53.53,70.65,-47.5
19-January-2026,2352.0,2425.0,2352.0,2413.15,2398.7054942983696,31833,2897,76357992.0,16697,52.45,73.0,61.15
16-January-2026,2383.45,2383.45,2350.0,2359.65,2362.5428632180783,84653,3238,199996341.0,70190,82.91,33.45,-23.8
14-January-2026,2391.1,2391.45,2340.35,2353.45,2353.2638616586664,207082,23547,487318587.0,35234,17.01,51.1,-37.65
13-January-2026,2406.0,2423.1,2365.0,2389.9,2386.8780634454893,83158,13921,198488006.0,22415,26.95,58.1,-16.1
12-January-2026,2355.3,2413.35,2355.3,2406.05,2386.177846123804,102420,7015,244392335.0,76253,74.45,58.05,50.75
9-January-2026,2386.0,2386.0,2362.0,2373.75,2375.792036623228,101138,5039,240282855.0,71000,70.2,24.0,-12.25
8-January-2026,2396.4,2418.3,2367.0,2386.5,2393.620670925227,222767,20040,533219696.0,21326,9.57,51.3,-9.9
7-January-2026,2415.0,2421.5,2381.05,2396.4,2403.1708232498154,69007,12555,165835609.0,22268,32.27,40.45,-18.6
6-January-2026,2386.5,2427.75,2368.65,2425.35,2400.107672849916,47440,3824,113861108.0,22743,47.94,59.1,38.85
5-January-2026,2335.2,2394.0,2335.2,2383.75,2374.8040085382418,36073,3300,85666305.0,18045,50.02,58.8,48.55
2-January-2026,2323.1,2357.5,2322.05,2347.8,2343.864603060859,78148,4801,183168331.0,46088,58.98,35.45,24.7
1-January-2026,2319.55,2326.75,2300.0,2323.0,2316.266755523181,129047,18263,298907276.0,12623,9.78,26.75,3.45
31-December-2025,2292.2,2324.95,2289.55,2315.3,2313.7325839842506,62988,11839,145737388.0,37478,59.5,35.4,23.1
30-December-2025,2292.1,2297.7,2282.1,2290.1,2290.1739532019706,45472,3745,104138790.0,29215,64.25,15.6,-2.0
29-December-2025,2275.9,2298.0,2275.0,2292.1,2289.3011078161726,65083,5851,148994584.0,44538,68.43,23.0,16.2
26-December-2025,2280.0,2289.5,2275.2,2285.55,2284.59306274591,48290,3929,110322999.0,32765,67.85,14.3,5.55
24-December-2025,2298.3,2303.95,2278.05,2282.9,2288.60631231268,81745,15615,187082123.0,9386,11.48,25.9,-15.4
23-December-2025,2289.05,2310.35,2280.4,2301.4,2295.54432680734,40709,6878,93449314.0,21804,53.56,29.95,12.35
22-December-2025,2270.25,2294.5,2270.25,2289.05,2287.9965797447435,43564,3957,99674283.0,25458,58.44,24.25,18.8
19-December-2025,2260.35,2284.25,2260.35,2281.8,2276.7970399308815,26621,1467,60610614.0,17474,65.64,23.9,21.45
18-December-2025,2265.75,2279.2,2254.5,2264.2,2264.8396830202864,287337,21441,650772240.0,23043,8.02,24.7,-1.55
17-December-2025,2277.8,2286.35,2269.0,2275.7,2277.318421490814,36034,2747,82060892.0,8065,22.38,17.35,-2.1
16-December-2025,2292.0,2301.95,2277.0,2279.8,2289.345618589607,23497,2048,53792754.0,13632,58.02,24.95,-12.2
15-December-2025,2261.05,2298.3,2251.85,2293.2,2282.9024004836688,72777,5531,166142788.0,43900,60.32,46.45,32.15
12-December-2025,2306.3,2309.0,2245.35,2261.05,2263.951905009395,75039,7258,169884687.0,42458,56.58,63.65,-45.25
11-December-2025,2300.0,2312.0,2292.35,2304.7,2303.7933042843806,391982,25699,903045507.0,56249,14.35,19.65,4.7
10-December-2025,2304.0,2317.05,2294.8,2301.7,2304.7090386797804,169184,17542,389919894.0,81279,48.04,22.25,-2.3
9-December-2025,2314.45,2328.7,2298.0,2306.35,2312.010236556317,60958,4820,140935520.0,29054,47.66,30.7,-8.1
8-December-2025,2346.05,2348.6,2302.3,2314.4,2323.856700837859,122813,7992,285399813.0,91030,74.12,46.3,-31.65
5-December-2025,2424.0,2424.0,2289.0,2339.0,2343.5205852080576,68010,7830,159382835.0,38568,56.71,135.0,-85.0
4-December-2025,2452.95,2482.0,2422.85,2462.15,2461.79537319554,465721,33690,1146509803.0,96775,20.78,59.15,9.2
3-December-2025,2480.0,2484.3,2403.75,2454.25,2450.9620773901484,111332,8456,272870510.0,39041,35.07,80.55,-25.75
2-December-2025,2470.95,2484.1,2462.9,2477.4,2474.0640821022935,53884,3890,133312469.0,42326,78.55,21.2,6.45
1-December-2025,2466.0,2487.75,2458.0,2463.8,2476.918632530452,72572,4338,179754939.0,36237,49.93,29.75,-2.2
28-November-2025,2451.1,2470.05,2446.6,2467.0,2462.633967326967,25342,1643,62408070.0,14762,58.25,23.45,15.9
27-November-2025,2435.75,2459.45,2425.3,2451.1,2450.265144325302,381430,15991,934604634.0,57442,15.06,34.15,15.35
26-November-2025,2413.9,2428.0,2410.0,2425.55,2422.3067920184194,41696,3957,101000504.0,24346,58.39,18.0,11.65
25-November-2025,2422.3,2424.15,2407.0,2413.9,2417.5046128550985,32843,2129,79398104.0,24701,75.21,17.15,-8.4
24-November-2025,2436.2,2445.65,2415.3,2422.3,2430.05581762948,40489,3362,98390530.0,25611,63.25,30.35,-13.9
21-November-2025,2435.05,2443.1,2415.0,2434.35,2429.592015629863,57838,3586,140522743.0,34512,59.67,28.1,-0.7
20-November-2025,2451.8,2458.8,2423.95,2429.1,2433.120459524412,319983,21782,778557184.0,40723,12.73,34.85,-22.7
19-November-2025,2417.9,2450.4,2412.0,2440.75,2436.2117397867264,41074,3509,100064961.0,16724,40.72,38.4,22.85
18-November-2025,2422.8,2422.8,2402.0,2403.65,2409.825468996133,83796,6040,201933735.0,52144,62.23,20.8,-19.15
17-November-2025,2428.3,2437.3,2416.3,2426.15,2423.1130477620345,42628,2186,103292463.0,32603,76.48,21.0,-2.15
14-November-2025,2407.3,2430.6,2392.0,2426.75,2414.0700052438383,30512,1493,73658104.0,17815,58.39,38.6,19.45
13-November-2025,2425.85,2430.0,2404.0,2407.3,2411.7513572204125,381294,15819,919586322.0,52846,13.86,26.0,-18.55
12-November-2025,2418.2,2437.15,2416.1,2424.35,2422.051986014788,69788,4429,169030164.0,28939,41.47,21.05,6.15
11-November-2025,2410.4,2432.0,2404.0,2428.85,2417.257820039071,42487,2943,102702033.0,23999,56.49,28.0,18.45
10-November-2025,2390.2,2427.8,2390.2,2409.0,2413.6568316490866,81342,4476,196331674.0,49005,60.25,37.6,18.8
7-November-2025,2411.8,2425.0,2400.55,2414.5,2417.509112629883,71988,5424,174031646.0,30645,42.57,24.45,2.7
6-November-2025,2447.5,2464.6,2431.7,2436.15,2440.110775591929,491444,19793,1199177800.0,95802,19.49,32.9,-11.35
4-November-2025,2459.95,2462.0,2441.0,2446.05,2449.669573546441,69949,4578,171351937.0,54309,77.64,21.0,-13.9
3-November-2025,2451.95,2474.3,2440.4,2460.3,2459.1719751022233,120814,5221,297102403.0,91047,75.36,33.9,8.35
31-October-2025,2469.0,2479.25,2453.65,2466.65,2465.0820528995628,110965,6611,273537830.0,87753,79.08,25.6,-2.35
30-October-2025,2489.65,2493.9,2456.0,2469.6,2470.24558881048,181527,13953,448416271.0,42459,23.39,37.9,-20.05
29-October-2025,2500.05,2513.6,2485.0,2489.65,2493.267900185946,87122,11415,217218486.0,62831,72.12,28.6,-10.4
28-October-2025,2504.7,2525.0,2483.7,2499.4,2497.4411487758944,78588,11547,196268905.0,45443,57.82,41.3,-5.3
27-October-2025,2517.4,2524.1,2506.0,2511.9,2512.9329501281945,120910,8696,303838723.0,84940,70.25,18.1,-5.5
24-October-2025,2586.0,2586.05,2475.2,2517.4,2513.024988097572,142828,13474,358930333.0,96604,67.64,110.85,-68.6
23-October-2025,2592.5,2667.55,2592.5,2600.75,2614.3778569104625,335021,26486,875871484.0,56040,16.73,75.05,8.25
21-October-2025,2590.05,2606.45,2586.35,2592.3,2597.317629794555,19762,2875,51328191.0,4846,24.52,20.1,2.25
20-October-2025,2605.55,2624.7,2585.25,2592.95,2602.597577955509,61766,7010,160752042.0,34626,56.06,39.45,-12.6
17-October-2025,2565.0,2615.05,2561.0,2604.75,2597.6143954575814,59880,9731,155545150.0,24665,41.19,54.05,39.75
16-October-2025,2511.15,2568.05,2506.5,2561.25,2542.783253481318,116048,12043,295084911.0,30190,26.02,61.55,50.1
15-October-2025,2506.95,2532.0,2506.9,2520.5,2520.3382450278946,63454,7955,159925543.0,29504,46.5,25.1,13.55
14-October-2025,2492.25,2508.4,2482.3,2501.1,2498.770093686687,73543,9011,183767049.0,59025,80.26,26.1,8.85
13-October-2025,2512.5,2529.9,2486.05,2492.25,2497.8336675947335,84764,8053,211726373.0,49727,58.67,43.85,-20.25
10-October-2025,2507.2,2535.0,2507.2,2529.1,2521.5394698655314,20674,2464,52130307.0,9715,46.99,27.8,21.9
9-October-2025,2501.65,2523.0,2499.6,2517.45,2515.9959280453777,358059,13451,900874986.0,63917,17.85,23.4,15.8
8-October-2025,2515.85,2520.9,2486.3,2501.65,2507.448717791936,81773,4417,205041604.0,51589,63.09,34.6,-14.2
7-October-2025,2536.55,2558.85,2508.3,2515.85,2518.6163120044253,271150,7416,682922813.0,233886,86.26,50.55,-20.7
6-October-2025,2535.8,2549.2,2520.55,2541.8,2538.901453504686,53457,2810,135722055.0,37136,69.47,28.65,6.0
3-October-2025,2530.6,2548.55,2509.0,2544.3,2537.297775054209,42428,1915,107652470.0,31982,75.38,39.55,13.7
1-October-2025,2514.45,2539.8,2498.0,2535.6,2527.667627697573,281642,12097,711897366.0,91582,32.52,41.8,21.15
30-September-2025,2490.45,2526.0,2490.45,2514.45,2512.4315804906655,20462,2524,51409375.0,10560,51.61,35.55,24.0
29-September-2025,2480.2,2517.05,2443.5,2498.45,2481.0696728291105,52847,3461,131117089.0,15707,29.72,73.55,18.25
26-September-2025,2522.65,2544.15,2500.3,2510.85,2515.958044844732,53295,4506,134087984.0,18878,35.42,43.85,-11.8
25-September-2025,2572.5,2572.5,2531.2,2538.05,2542.449550985622,253444,21714,644368584.0,24424,9.64,41.3,-34.45
24-September-2025,2518.15,2575.75,2509.65,2549.85,2555.187220512971,136187,15845,347983282.0,85751,62.97,66.1,31.7
23-September-2025,2569.6,2576.7,2517.15,2521.55,2525.708128785464,188220,9447,475388784.0,165800,88.09,59.55,-48.05
22-September-2025,2563.45,2587.45,2562.2,2571.55,2575.037957153855,226018,11146,582004929.0,181088,80.12,25.25,8.1
19-September-2025,2600.05,2605.25,2555.0,2558.85,2566.4151157451174,148084,11000,380045016.0,126537,85.45,50.25,-41.2
18-September-2025,2565.25,2610.0,2565.25,2586.5,2585.4674190783835,379225,23702,980473882.0,165527,43.65,44.75,21.25
17-September-2025,2583.25,2593.35,2566.0,2567.85,2573.807777130493,192256,9200,494829988.0,131860,68.59,27.35,-15.4
16-September-2025,2581.35,2589.0,2574.0,2578.9,2580.45364921666,104680,6248,270121888.0,82724,79.03,15.0,-2.45
15-September-2025,2580.3,2591.55,2568.6,2579.6,2582.9291568446847,64057,2647,165454693.0,50637,79.05,22.95,-0.7
12-September-2025,2622.05,2627.3,2570.0,2580.3,2584.709850546967,38942,3014,100653771.0,18406,47.27,57.3,-41.75
11-September-2025,2643.75,2657.8,2613.0,2621.5,2629.497629083245,394784,26531,1038083592.0,30990,7.85,44.8,-22.25
10-September-2025,2633.2,2653.6,2618.65,2643.75,2637.776223776224,114400,11560,301761600.0,14691,12.84,34.95,10.55
9-September-2025,2625.2,2647.1,2609.9,2642.65,2627.4717689121735,28249,2108,74223450.0,13953,49.39,37.2,17.45
8-September-2025,2626.1,2643.8,2617.9,2622.95,2628.542846128428,36316,4046,95458162.0,7313,20.14,25.9,-3.15
5-September-2025,2669.35,2673.35,2624.2,2633.2,2651.263329994141,52907,6399,140270389.0,14967,28.29,49.15,-36.15
4-September-2025,2779.7,2779.7,2655.25,2667.25,2678.9121321716257,389312,31467,1042932640.0,32708,8.4,124.45,-112.45
3-September-2025,2689.8,2689.8,2657.85,2663.9,2668.9293457136687,46310,5578,123598118.0,14199,30.66,31.95,-25.9
2-September-2025,2650.0,2692.35,2649.6,2677.0,2679.4431611323835,31862,2869,85372418.0,20254,63.57,42.75,27.0
1-September-2025,2656.0,2670.0,2639.15,2648.2,2651.8720565607773,51343,4465,136155067.0,29968,58.37,30.85,-7.8
29-August-2025,2652.05,2723.85,2641.4,2660.0,2673.5191986009727,26304,3361,70324249.0,8641,32.85,82.45,7.95
28-August-2025,2756.75,2756.75,2646.85,2652.25,2687.293595727682,47562,5101,127813058.0,26910,56.58,109.9,-104.5
26-August-2025,2639.35,2705.0,2627.0,2692.1,2684.703708417519,251428,13635,675009684.0,72084,28.67,78.0,52.75
25-August-2025,2634.2,2641.95,2616.0,2629.6,2630.404731929672,23035,1528,60591373.0,17733,76.98,25.95,-4.6
22-August-2025,2640.55,2657.0,2618.25,2628.85,2630.712633356083,27839,3487,73236409.0,16262,58.41,38.75,-11.7
21-August-2025,2673.95,2673.95,2628.0,2648.0,2646.4804396423247,21472,2208,56825228.0,10184,47.43,45.95,-25.95
20-August-2025,2600.0,2679.75,2590.1,2668.6,2656.958237618304,65298,4923,173494059.0,39502,60.49,89.65,68.6
19-August-2025,2570.0,2614.35,2558.25,2604.0,2590.546922254468,65470,6710,169603107.0,45906,70.12,56.1,34.0
18-August-2025,2525.05,2595.8,2525.05,2568.8,2573.076867810542,129443,11221,333066789.0,79865,61.7,70.75,43.75
14-August-2025,2485.25,2509.05,2472.9,2482.95,2492.99885765372,20134,1605,50194039.0,14196,70.51,36.15,-2.3
13-August-2025,2485.0,2501.4,2475.0,2495.05,2488.212864970352,13323,1306,33150460.0,5411,40.61,26.4,10.05
12-August-2025,2520.0,2536.2,2480.0,2483.6,2505.5387847579814,24275,3402,60821954.0,14593,60.12,56.2,-36.4
11-August-2025,2498.35,2523.7,2479.0,2518.55,2505.293366738249,16764,1510,41998738.0,8104,48.34,44.7,20.2
8-August-2025,2515.0,2529.0,2486.75,2498.4,2503.720241259456,48910,7152,122456957.0,30406,62.17,42.25,-16.6
7-August-2025,2535.85,2543.15,2494.7,2517.5,2513.1829591974447,22229,2271,55865544.0,11826,53.2,48.45,-18.35
6-August-2025,2533.15,2562.0,2526.4,2533.8,2539.2966539764593,57262,4714,145405205.0,37885,66.16,35.6,0.65
5-August-2025,2537.0,2551.95,2517.55,2535.6,2529.9101149126795,30806,2163,77936411.0,13722,44.54,34.4,-1.4
4-August-2025,2549.95,2583.25,2534.55,2541.55,2552.697033201841,24336,2674,62122435.0,8923,36.67,48.7,-8.4
1-August-2025,2540.15,2728.1,2538.15,2551.35,2585.0737491009313,314214,20415,812266363.0,103622,32.98,189.95,11.2
31-July-2025,2418.0,2548.2,2418.0,2521.85,2511.7040901738014,212656,17506,534128945.0,68465,32.2,130.2,103.85
30-July-2025,2437.55,2450.45,2399.45,2437.0,2426.4601373161854,39034,4928,94714445.0,11016,28.22,51.0,-0.55
29-July-2025,2442.3,2457.35,2429.2,2453.75,2443.406956072944,34876,2696,85216261.0,20212,57.95,28.15,11.45
28-July-2025,2415.1,2448.0,2412.5,2442.25,2433.6371043560007,15955,1639,38828680.0,7186,45.04,35.5,27.15
25-July-2025,2430.0,2430.0,2406.0,2415.1,2413.766239208784,23862,2436,57597290.0,13875,58.15,24.0,-14.9
24-July-2025,2451.75,2464.95,2420.4,2436.7,2437.6371512654505,42475,4135,103538638.0,21701,51.09,44.55,-15.05
23-July-2025,2480.75,2484.0,2441.25,2451.35,2457.5125960879823,26278,3414,64578516.0,13000,49.47,42.75,-29.4
22-July-2025,2474.15,2484.45,2454.0,2480.75,2469.653649011472,8194,946,20236342.0,3296,40.22,30.45,6.6
