Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-May-2026,976.05,981.55,961.2,970.45,972.275508788032,1455616,42422,1415259787.0,593502,40.77,20.35,-5.6
12-May-2026,976.0,981.35,962.4,974.7,972.8731825807247,1631503,46359,1587245516.0,791102,48.49,18.95,-1.3
11-May-2026,1009.95,1009.95,971.05,973.5,981.331331717716,3909342,130122,3836359791.0,2364443,60.48,38.9,-36.45
8-May-2026,1093.45,1095.25,1011.3,1019.55,1038.2085279572163,2593892,62027,2693000795.0,1086719,41.9,83.95,-73.9
7-May-2026,1108.95,1108.95,1086.25,1091.8,1093.9379018992329,1465697,57977,1603381501.0,408563,27.87,22.7,-17.15
6-May-2026,1073.85,1101.0,1061.55,1095.6,1080.53228360677,885945,20881,957292174.0,472655,53.35,39.45,21.75
5-May-2026,1062.9,1068.2,1049.5,1059.75,1059.4710848499171,634650,17696,672393324.0,330674,52.1,18.7,-3.15
4-May-2026,1069.95,1089.0,1067.0,1068.3,1076.8745278556512,433395,11925,466712036.0,159913,36.9,22.0,-1.65
30-April-2026,1080.85,1080.85,1063.35,1068.0,1069.4076532975705,1398848,37252,1495938757.0,233291,16.68,17.5,-12.85
29-April-2026,1096.35,1104.9,1084.2,1086.4,1095.407318484485,231578,12872,253672236.0,95928,41.42,20.7,-9.95
28-April-2026,1105.0,1110.4,1090.0,1090.9,1098.3585792286244,344320,9862,378186826.0,162167,47.1,20.4,-14.1
27-April-2026,1107.95,1114.8,1103.45,1111.8,1109.8566265173524,531765,15348,590182909.0,288863,54.32,11.35,3.85
24-April-2026,1093.35,1105.85,1090.45,1101.5,1095.6903019983533,641328,8479,702696870.0,494840,77.16,15.4,8.15
23-April-2026,1092.1,1102.25,1082.5,1094.1,1094.2645639645164,1539416,33263,1684528378.0,228309,14.83,19.75,2.0
22-April-2026,1113.45,1117.25,1100.25,1103.4,1105.712003085626,583350,14812,645017097.0,374207,64.15,17.0,-10.05
21-April-2026,1114.0,1115.0,1105.95,1112.15,1111.165725583164,449659,12002,499645669.0,261040,58.05,9.05,-1.85
20-April-2026,1077.1,1120.9,1075.55,1107.6,1107.1064953843534,1385938,33952,1534380962.0,678599,48.96,45.35,30.5
17-April-2026,1067.5,1082.0,1061.35,1080.35,1072.7671422931587,709240,17299,760849368.0,421408,59.42,20.65,12.85
16-April-2026,1079.95,1084.0,1061.6,1067.5,1070.7914853977693,2295163,51351,2457640998.0,397704,17.33,22.4,-12.45
15-April-2026,1079.5,1087.75,1068.1,1071.35,1074.888432472551,894651,30820,961650011.0,409735,45.8,19.65,-8.15
13-April-2026,1040.1,1067.0,1030.3,1063.2,1046.1891324213505,1015516,19255,1062421803.0,638668,62.89,36.7,23.1
10-April-2026,1051.15,1069.25,1046.95,1066.7,1058.4082142049908,716734,17347,758597153.0,400288,55.85,22.3,15.55
9-April-2026,1062.0,1064.6,1038.0,1040.9,1044.2363580750664,2373547,48162,2478544075.0,243612,10.26,26.6,-21.1
8-April-2026,1076.6,1078.5,1059.4,1061.1,1070.0122538936232,1429260,33347,1529325714.0,621779,43.5,19.1,-15.5
7-April-2026,1027.95,1033.55,1012.45,1030.3,1022.953479855626,341336,10361,349170849.0,127880,37.46,21.1,2.35
6-April-2026,1019.45,1035.75,1005.1,1032.65,1020.4208253714598,795981,26226,812235589.0,324047,40.71,30.65,13.2
2-April-2026,999.95,1026.0,978.0,1019.45,1002.660882412728,1411879,47417,1415635844.0,316105,22.39,48.0,19.5
1-April-2026,1005.25,1031.0,998.6,1017.9,1013.6955364575888,951352,29504,964381276.0,439152,46.16,32.4,12.65
30-March-2026,1000.05,1009.4,976.2,979.8,991.6309236420777,1211649,46560,1201508617.0,532957,43.99,33.2,-20.25
27-March-2026,1053.95,1055.25,1013.1,1020.05,1035.983691902317,736260,21813,762753353.0,351684,47.77,42.15,-33.9
25-March-2026,1045.15,1065.4,1043.0,1060.55,1057.915195556074,1688237,46508,1786011576.0,475055,28.14,22.4,15.4
24-March-2026,1054.2,1058.4,1020.5,1030.8,1038.1111812702675,1810170,41644,1879157717.0,1051791,58.1,37.9,-23.4
23-March-2026,1031.25,1045.4,1014.0,1031.7,1027.7811367044562,1007597,35106,1035589190.0,386160,38.32,31.4,0.45
20-March-2026,1058.0,1085.0,1054.05,1058.4,1071.3080161402247,778180,25962,833670472.0,357477,45.94,30.95,0.4
19-March-2026,1041.05,1059.95,1041.05,1048.95,1049.9404765790136,1041758,34999,1093783891.0,194594,18.68,18.9,7.9
18-March-2026,1069.0,1075.0,1061.1,1069.5,1068.1257852023916,687084,24849,733892137.0,264580,38.51,13.9,0.5
17-March-2026,1073.4,1074.0,1047.2,1063.95,1057.8014908963753,674896,18659,713905995.0,288218,42.71,26.8,-9.45
16-March-2026,1046.85,1073.0,1036.05,1066.55,1053.8765949076744,615161,20384,648303780.0,239208,38.89,36.95,19.7
13-March-2026,1075.2,1081.0,1041.7,1046.8,1060.7779435833252,830960,40747,881464040.0,425158,51.16,39.3,-28.4
12-March-2026,1079.95,1098.45,1070.65,1085.35,1081.0365580077187,1306964,52999,1412875864.0,358320,27.42,27.8,5.4
11-March-2026,1117.6,1117.6,1087.5,1090.6,1101.7160983650933,495013,24430,545363791.0,196577,39.71,30.1,-27.0
10-March-2026,1111.0,1120.5,1104.5,1112.35,1112.458584999798,1286756,21123,1431462759.0,712866,55.4,16.0,1.35
9-March-2026,1111.1,1113.6,1064.25,1098.7,1081.0605708228647,1847193,70269,1996927519.0,825600,44.69,49.35,-12.4
6-March-2026,1166.7,1169.25,1139.75,1143.55,1152.5160678086013,1029014,36738,1185955169.0,618729,60.13,29.5,-23.15
5-March-2026,1179.0,1183.5,1150.15,1171.35,1164.9412195862526,1320661,39078,1538492436.0,347811,26.34,33.35,-7.65
4-March-2026,1170.0,1182.5,1157.55,1174.5,1166.1250027892445,896300,36964,1045197840.0,469699,52.4,24.95,4.5
2-March-2026,1171.0,1197.0,1171.0,1189.4,1185.0308700522355,1421248,36166,1684222754.0,941759,66.26,26.0,18.4
27-February-2026,1208.7,1211.95,1199.0,1202.0,1203.46459505449,1772436,12605,2133063973.0,1576695,88.96,12.95,-6.7
26-February-2026,1201.9,1215.0,1189.15,1209.2,1198.959380745934,1256867,45939,1506932480.0,664448,52.87,25.85,7.3
25-February-2026,1228.0,1229.05,1196.75,1200.2,1212.9420900048597,2502176,32671,3034994587.0,2000379,79.95,32.3,-27.8
24-February-2026,1228.05,1234.8,1220.0,1223.85,1225.1711384444948,870161,24908,1066096143.0,510010,58.61,14.8,-4.2
23-February-2026,1220.2,1231.25,1217.6,1227.8,1225.73521218587,911088,21419,1116752643.0,560050,61.47,13.65,7.6
20-February-2026,1206.05,1218.0,1201.55,1216.15,1209.6098429367955,646555,21442,782079292.0,360751,55.8,16.45,10.1
19-February-2026,1222.0,1225.0,1199.55,1207.0,1211.4218557677884,840062,31783,1017669467.0,350590,41.73,25.45,-15.0
18-February-2026,1222.25,1224.55,1214.1,1219.45,1219.5950065999375,753795,21367,919324618.0,497362,65.98,10.45,-2.8
17-February-2026,1207.95,1225.5,1203.45,1213.25,1216.9165436859093,922231,21703,1122278161.0,495582,53.74,22.05,5.3
16-February-2026,1191.8,1211.85,1185.0,1207.9,1193.4802475343597,2066299,36781,2466087042.0,1507758,72.97,26.85,16.1
13-February-2026,1190.0,1201.0,1184.6,1198.8,1194.222049975565,998568,36406,1192511924.0,457095,45.78,16.4,8.8
12-February-2026,1182.0,1203.5,1175.25,1192.5,1191.9043766005095,7064547,55500,8420264488.0,5629363,79.68,28.25,10.5
11-February-2026,1144.1,1187.7,1144.0,1183.0,1172.5763206049148,2314375,54400,2713781322.0,1331774,57.54,43.7,38.9
10-February-2026,1151.0,1153.85,1138.05,1144.1,1143.895061361043,772966,23866,884191990.0,408787,52.89,15.8,-6.9
9-February-2026,1120.0,1148.0,1100.6,1145.95,1133.3209302954488,2440558,72709,2765935463.0,1320941,54.12,47.4,25.95
6-February-2026,1071.0,1073.6,1051.0,1066.4,1061.2101548785636,225015,9866,238788203.0,94582,42.03,22.6,-4.6
5-February-2026,1068.1,1081.3,1067.4,1073.4,1074.7502673330982,1205425,36073,1295530841.0,622361,51.63,13.9,5.3
4-February-2026,1058.15,1073.8,1055.9,1068.1,1068.2275023560612,365016,30299,389920130.0,197739,54.17,17.9,9.95
3-February-2026,1085.65,1090.0,1040.9,1064.25,1057.7423293004283,419714,15593,443949264.0,204924,48.82,49.1,-21.4
2-February-2026,1020.05,1031.55,990.0,1028.45,1011.9567982672048,406280,16685,411137808.0,147535,36.31,41.55,8.4
1-February-2026,1077.95,1083.95,987.7,1017.15,1041.6217429671265,966639,33763,1006872200.0,371800,38.46,96.25,-60.8
30-January-2026,1064.45,1082.4,1060.5,1077.55,1070.4495853060932,392217,10048,419848525.0,232524,59.28,21.9,13.1
29-January-2026,1063.8,1075.0,1060.0,1064.5,1067.182156166573,1248846,34849,1332746167.0,703192,56.31,15.0,0.7
28-January-2026,1055.2,1065.4,1044.1,1062.8,1059.0019505357848,816186,32079,864342566.0,539759,66.13,21.3,7.6
27-January-2026,1034.9,1054.55,1030.0,1052.9,1040.1490577619545,814550,13859,847253415.0,628848,77.2,24.55,18.0
23-January-2026,1053.9,1053.9,1025.55,1029.4,1037.889961517754,453196,10595,470367579.0,344739,76.07,28.35,-24.5
22-January-2026,1032.35,1055.35,1032.35,1048.25,1046.1223430062548,762610,34409,797783360.0,472811,62.0,23.0,15.9
21-January-2026,1030.85,1040.45,1021.8,1028.15,1030.1617601833477,546284,22199,562760887.0,367664,67.3,18.65,-2.7
20-January-2026,1044.8,1051.9,1033.3,1037.15,1041.043661862269,269961,10281,281041188.0,143892,53.3,18.6,-7.65
19-January-2026,1036.0,1043.55,1033.65,1038.2,1039.4305134055483,270858,11529,281538070.0,142549,52.63,9.9,2.2
16-January-2026,1029.1,1047.5,1028.45,1042.3,1039.2965616793012,536890,14149,557987931.0,339698,63.27,19.05,13.2
14-January-2026,1028.5,1030.0,1021.0,1028.3,1026.309638920604,549159,28325,563607175.0,182859,33.3,9.0,-0.2
13-January-2026,1019.4,1029.4,1015.7,1028.45,1023.970744459379,3578570,21930,3664350987.0,3361404,93.93,13.7,9.05
12-January-2026,1005.45,1016.9,996.05,1015.05,1006.8481506928852,206672,7736,208087321.0,94893,45.91,20.85,9.6
9-January-2026,996.95,1008.0,994.55,1000.0,1001.8698950433302,508305,9460,509255477.0,242961,47.8,13.45,3.05
8-January-2026,1005.15,1011.9,995.6,997.85,1000.4322712802228,717133,52826,717442996.0,305575,42.61,16.3,-7.3
7-January-2026,1020.05,1022.0,1004.3,1007.1,1008.9699765253276,522691,23238,527379526.0,307773,58.88,17.7,-12.95
6-January-2026,1008.9,1023.95,1005.0,1018.75,1018.8110002270045,696022,18479,709114870.0,531224,76.32,18.95,9.85
5-January-2026,1000.1,1015.4,1000.1,1005.35,1007.3514499434636,574850,19518,579075981.0,308506,53.67,15.3,5.25
2-January-2026,984.75,1009.3,984.05,999.35,992.1037730650464,489973,9355,486104062.0,368305,75.17,25.25,14.6
1-January-2026,982.2,987.7,980.2,984.7,984.4404138789188,848654,30953,835449295.0,384105,45.26,7.5,2.5
31-December-2025,976.0,985.45,973.55,982.2,982.6548024620455,332569,17236,326800525.0,228361,68.67,11.9,6.2
30-December-2025,963.55,976.0,959.35,973.3,970.2433715485224,340615,8062,330479446.0,267827,78.63,16.65,9.75
29-December-2025,965.95,968.3,961.45,964.85,964.8248934757937,326921,11611,315421519.0,240104,73.44,6.85,-1.1
26-December-2025,967.1,971.15,964.45,966.4,967.0722830103696,401851,10455,388618964.0,304731,75.83,6.7,-0.7
24-December-2025,972.1,977.5,967.95,969.0,971.5167848629981,406527,23148,394947804.0,130909,32.2,9.55,-3.1
23-December-2025,975.05,977.6,970.45,971.85,973.4331603929792,181180,11722,176366620.0,111838,61.73,7.15,-3.2
22-December-2025,983.9,983.9,972.6,974.25,974.984902479891,395098,8605,385214585.0,301545,76.32,11.3,-9.65
19-December-2025,978.15,981.9,977.0,980.15,979.4669121027307,261032,8111,255672207.0,185983,71.25,4.9,2.0
18-December-2025,976.75,981.0,973.5,977.7,977.6738286571562,594574,27854,581299439.0,165862,27.9,7.5,0.95
17-December-2025,965.0,978.5,965.0,975.9,975.4599753273167,569861,15701,555876597.0,403198,70.75,13.5,10.9
16-December-2025,967.95,969.0,958.8,961.4,963.6827193681584,222081,5605,214015622.0,153175,68.97,10.2,-6.55
15-December-2025,959.95,969.3,957.05,967.15,964.8463483075057,118671,5599,114499281.0,45685,38.5,12.25,7.2
12-December-2025,964.05,967.0,958.0,962.9,961.7058820663004,205217,7263,197358396.0,111993,54.57,9.0,-1.15
11-December-2025,963.95,966.45,958.25,963.4,962.9231330100429,1563506,37658,1505536096.0,135308,8.65,8.2,-0.55
10-December-2025,959.35,964.0,955.1,959.55,958.6238505903156,423587,28023,406060601.0,65972,15.57,8.9,0.2
9-December-2025,956.05,964.2,950.8,959.35,958.7662207518733,374212,13970,358781825.0,172904,46.2,13.4,3.3
8-December-2025,972.35,972.5,951.0,956.1,953.230723812596,2120466,18284,2021293340.0,1872243,88.29,21.5,-16.25
5-December-2025,948.8,972.8,946.8,971.4,960.1448288413104,511017,12578,490650330.0,237119,46.4,26.0,22.6
4-December-2025,951.7,952.55,944.1,948.05,948.070786705385,2062068,29179,1954986431.0,912060,44.23,8.45,-3.65
3-December-2025,972.25,972.25,947.35,951.4,954.5997799324944,875186,31389,835452363.0,600774,68.65,24.9,-20.85
2-December-2025,976.0,980.05,964.55,967.75,972.893483794589,528774,12507,514440779.0,394667,74.64,15.5,-8.25
1-December-2025,984.7,991.25,970.2,973.15,981.4212770725616,312355,14109,306551843.0,157720,50.49,21.05,-11.55
28-November-2025,977.0,983.0,973.0,979.55,978.9282122041515,397881,9504,389496936.0,269195,67.66,10.0,2.55
27-November-2025,987.85,988.0,968.8,972.85,974.7002651238352,1490247,39495,1452544146.0,540222,36.25,19.2,-15.0
26-November-2025,987.4,999.1,982.2,984.05,989.1795126345048,412996,21904,408527182.0,224065,54.25,16.9,-3.35
25-November-2025,976.0,988.9,971.5,983.2,983.8081290455152,243325,6723,239385113.0,154940,63.68,17.4,7.2
24-November-2025,974.2,977.85,967.7,970.3,973.6276316292973,444259,10436,432542838.0,329269,74.12,10.15,-3.9
21-November-2025,979.95,980.55,971.0,972.6,975.2484968027233,188598,8032,183929916.0,101158,53.64,9.55,-7.35
20-November-2025,988.95,988.95,979.0,981.7,981.8690403347331,1009998,23912,991685767.0,262310,25.97,9.95,-7.25
19-November-2025,972.5,984.5,969.0,982.45,977.7466836671123,240778,14091,235419891.0,111130,46.15,15.5,9.95
18-November-2025,976.8,976.8,970.0,972.55,972.1775672371639,392640,5315,381715800.0,304615,77.58,6.8,-4.25
17-November-2025,974.15,976.2,969.95,973.2,973.2230586205455,215607,7253,209833704.0,141470,65.61,6.25,-0.95
14-November-2025,954.25,969.0,953.0,967.35,961.6656372384,478259,12114,459925246.0,375887,78.59,16.0,13.1
13-November-2025,955.7,964.0,952.2,954.55,956.6591278287424,968319,31326,926351210.0,203791,21.05,11.8,-1.15
12-November-2025,958.0,961.5,951.05,957.35,956.7430100848621,359053,9895,343521448.0,235147,65.49,10.45,-0.65
11-November-2025,954.0,954.5,945.05,953.3,948.8796441873027,1406920,12954,1334997749.0,1240300,88.16,9.45,-0.7
10-November-2025,955.95,963.0,949.15,951.85,953.1327119339121,387727,13715,369555287.0,166429,42.92,13.85,-4.1
7-November-2025,959.95,964.5,944.0,955.95,953.8550537235569,582333,18012,555461275.0,233905,40.17,20.5,-4.0
6-November-2025,966.35,971.15,955.3,960.75,961.4190662589007,1731058,28954,1664272166.0,692709,40.02,15.85,-5.6
4-November-2025,952.25,959.0,941.35,957.05,950.8259385485526,948033,25089,901414367.0,435608,45.95,17.65,4.8
3-November-2025,938.5,953.15,937.8,950.25,947.3757680488796,696733,21209,660067961.0,426744,61.25,15.35,11.75
31-October-2025,935.8,946.7,930.25,937.0,940.6981779011921,780748,13074,734448221.0,571856,73.24,16.45,1.2
30-October-2025,940.0,944.6,932.9,934.1,937.1825993113805,1338039,30119,1253986868.0,751700,56.18,11.7,-5.9
29-October-2025,932.6,941.65,930.3,939.8,936.868408175556,1089247,28407,1020481103.0,812068,74.55,11.35,7.2
28-October-2025,923.25,935.9,917.8,930.25,927.7840707578482,641738,24424,595394294.0,316846,49.37,18.1,7.0
27-October-2025,905.5,927.9,905.5,923.25,917.9904244497757,392249,13967,360080826.0,247307,63.05,22.4,17.75
24-October-2025,911.45,914.2,900.8,904.4,905.9443181753772,176431,10390,159836662.0,79928,45.3,13.4,-7.05
23-October-2025,910.55,917.9,904.8,911.45,912.3527546940312,1321998,45314,1206128517.0,478405,36.19,13.1,0.9
21-October-2025,906.35,910.4,906.35,908.1,908.134952799504,327433,10277,297353352.0,274888,83.95,4.05,1.75
20-October-2025,893.7,913.4,891.55,906.85,905.1668735657225,835351,24560,756132053.0,508325,60.85,21.85,13.15
17-October-2025,886.25,894.6,882.6,889.35,889.4739546599496,436700,16415,388433276.0,195818,44.84,12.0,3.1
16-October-2025,886.75,891.9,882.5,886.9,887.1124534934872,1072968,32499,951843275.0,298993,27.87,9.4,0.15
15-October-2025,877.2,887.75,877.2,886.2,883.9722077070916,564545,32101,499042090.0,239135,42.36,10.55,9.0
14-October-2025,883.0,884.5,872.15,876.9,877.5218517400032,281465,16615,246991688.0,123000,43.7,12.35,-6.1
13-October-2025,879.95,888.05,875.8,883.0,883.7449900114639,620211,20129,548108364.0,308214,49.7,12.25,3.05
10-October-2025,861.2,883.7,861.2,880.75,879.1296768812622,1334463,27741,1173166026.0,910983,68.27,22.5,19.55
9-October-2025,861.25,865.65,858.25,862.1,862.2552224367068,1347934,15678,1162263131.0,745841,55.33,7.4,0.85
8-October-2025,866.1,868.0,857.3,858.05,860.0738998850586,663817,8947,570931676.0,499333,75.22,10.7,-8.05
7-October-2025,874.05,875.95,863.05,864.7,868.110592131001,715720,11334,621324113.0,568470,79.43,12.9,-9.35
6-October-2025,868.9,874.9,862.55,874.05,867.4179624718279,652683,11099,566148958.0,427596,65.51,12.35,5.15
3-October-2025,864.15,872.95,863.85,867.05,866.8937740955395,783340,12245,679072569.0,600474,76.66,9.1,2.9
1-October-2025,872.6,876.5,862.4,864.05,865.8333506912685,2208404,26135,1912109835.0,1091455,49.42,14.1,-8.55
30-September-2025,870.45,877.5,867.85,872.55,873.5859116865001,229410,7447,200409344.0,93067,40.57,9.65,2.1
29-September-2025,857.05,873.0,855.9,870.5,865.4164668895166,533094,13686,461348326.0,270505,50.74,17.1,13.45
26-September-2025,861.05,864.15,852.5,857.0,857.792563812464,342057,10319,293413951.0,115290,33.7,11.65,-4.05
25-September-2025,865.85,870.05,859.55,861.05,863.245264020228,804427,28300,694417798.0,180329,22.42,10.5,-4.8
24-September-2025,875.2,880.4,864.55,865.85,871.9470235741985,450238,23417,392583684.0,188010,41.76,15.85,-9.35
23-September-2025,851.1,874.0,851.1,870.5,865.0600359576957,388234,13755,335845718.0,164452,42.36,22.9,19.4
22-September-2025,862.9,868.0,853.9,855.05,861.2258139674714,266104,12650,229175634.0,119426,44.88,14.1,-7.85
19-September-2025,852.5,863.5,849.05,862.25,860.4288965412356,552336,24343,475245855.0,357248,64.68,14.45,9.75
18-September-2025,856.7,860.9,851.05,854.45,855.1800640091648,719272,26317,615107075.0,229885,31.96,9.85,-2.25
17-September-2025,833.25,858.0,831.0,856.95,846.639364679936,1807341,40150,1530166036.0,1197863,66.28,27.0,23.7
16-September-2025,823.4,833.0,821.6,831.8,828.8652447036084,368364,12434,305324117.0,234960,63.78,11.4,8.4
15-September-2025,823.3,828.0,821.4,824.9,824.8428250254179,139666,5238,115202498.0,68468,49.02,6.6,1.6
12-September-2025,824.9,825.35,819.9,823.3,822.8081966771683,297096,8835,244453024.0,199100,67.02,5.45,-1.6
11-September-2025,816.25,825.5,816.25,823.8,823.0934031315352,1044344,24602,859592657.0,341825,32.73,9.25,7.55
10-September-2025,811.2,824.5,810.2,818.3,818.7369918948164,489810,19837,401025566.0,257742,52.62,14.3,7.1
9-September-2025,810.35,812.45,805.4,808.95,808.1571435273146,170532,7778,137816654.0,79642,46.7,7.05,-1.4
8-September-2025,807.1,813.5,807.1,809.0,810.2948497167661,268859,9784,217855063.0,96935,36.05,6.4,1.9
5-September-2025,811.9,812.2,803.6,806.95,808.0604672014581,272131,5358,219898303.0,196664,72.27,8.6,-4.95
4-September-2025,816.75,816.75,807.85,809.35,810.1312098065549,619504,21762,501879525.0,164519,26.56,8.9,-7.4
3-September-2025,805.0,813.2,803.1,812.15,810.0624394347599,187814,9977,152141067.0,90066,47.95,10.1,7.15
2-September-2025,809.9,810.5,802.9,803.95,806.6354928962116,119021,4689,96006563.0,55052,46.25,7.6,-5.95
1-September-2025,802.65,808.25,802.65,805.9,805.2838829845514,164286,5990,132296868.0,82041,49.94,5.6,3.25
29-August-2025,802.0,807.0,798.6,802.35,804.2238125969976,520632,10024,418704652.0,384847,73.92,8.4,0.35
28-August-2025,807.8,810.6,800.7,802.05,806.6593554895171,146716,8173,118349834.0,75129,51.21,9.9,-5.75
26-August-2025,815.8,815.8,806.55,807.8,810.4902238778445,677825,22683,549370536.0,65530,9.67,9.25,-8.0
25-August-2025,817.0,820.45,814.0,815.5,816.7762108872696,373280,9475,304886224.0,214275,57.4,6.45,-1.5
22-August-2025,825.5,825.95,815.55,816.1,819.7106295864697,158755,6332,130133161.0,73935,46.57,10.4,-9.4
21-August-2025,828.8,833.45,824.5,825.55,829.1833172307381,138694,5868,115002751.0,60602,43.69,8.95,-3.25
20-August-2025,829.8,831.5,826.95,828.8,829.3473664024546,156440,5436,129743102.0,81440,52.06,4.55,-1.0
19-August-2025,827.65,831.25,825.85,830.35,829.0434005123,289674,10692,240152318.0,91359,31.54,5.4,2.7
18-August-2025,831.35,835.2,825.3,827.0,829.9784132549224,435823,14516,361723682.0,243693,55.92,9.9,-4.35
14-August-2025,821.85,828.0,819.2,826.7,826.037177255408,492882,13282,407138856.0,270215,54.82,8.8,4.85
13-August-2025,823.45,824.9,820.55,822.15,822.3956874282771,847012,8492,696579016.0,703330,83.04,4.35,-1.3
12-August-2025,824.3,825.6,820.0,820.55,822.7159183933694,784250,13279,645214959.0,574046,73.2,5.6,-3.75
11-August-2025,807.0,824.95,807.0,824.3,820.7854792963553,1141997,31624,937334555.0,677054,59.29,17.95,17.3
8-August-2025,805.0,807.95,790.1,804.55,802.3022143749275,621304,15821,498473575.0,257429,41.43,17.85,-0.45
7-August-2025,801.1,806.5,793.3,805.25,799.7705579873358,188248,7958,150555208.0,80905,42.98,13.2,4.15
6-August-2025,801.0,810.0,799.0,805.15,804.2544730395413,376366,12661,302694039.0,180079,47.85,11.0,4.15
5-August-2025,795.65,803.65,795.65,800.7,800.3587887872648,512346,17454,410060624.0,229119,44.72,8.0,5.05
4-August-2025,795.0,797.45,786.55,795.65,791.7641165849885,193850,8354,153483474.0,88460,45.63,10.9,0.65
1-August-2025,796.5,800.75,791.95,793.95,795.9646766615027,234321,9302,186511239.0,102023,43.54,8.8,-2.55
31-July-2025,796.65,803.6,792.45,796.45,798.2039617403341,378571,11654,302176872.0,203715,53.81,11.15,-0.2
30-July-2025,799.85,803.4,796.25,801.85,800.643437870474,154363,6877,123589723.0,73866,47.85,7.15,2.0
29-July-2025,795.35,800.2,793.1,798.9,797.455149370831,330118,10163,263254299.0,76222,23.09,7.1,3.55
28-July-2025,808.95,809.2,796.0,797.15,802.2983808077491,389824,14235,312755164.0,126645,32.49,13.2,-11.8
25-July-2025,814.35,819.0,805.55,806.5,811.2254983421153,383923,13291,311448127.0,179777,46.83,13.45,-7.85
24-July-2025,819.75,821.95,810.65,815.85,816.0067408510401,323698,11686,264139750.0,150581,46.52,11.3,-3.9
23-July-2025,815.2,825.0,811.4,820.75,813.9102483191998,739975,8232,602273236.0,630452,85.2,13.6,5.55
22-July-2025,829.0,829.0,814.0,815.0,819.7241345690624,174364,5180,142930379.0,90887,52.12,15.0,-14.0
21-July-2025,823.5,827.4,817.95,824.2,823.5595818194495,258166,10421,212615083.0,178730,69.23,9.45,0.7
18-July-2025,832.4,832.4,820.05,823.3,824.2223869590832,256301,6856,211249022.0,135401,52.83,12.35,-9.1
17-July-2025,839.0,842.3,826.15,828.6,834.7035949298943,624129,17074,520962720.0,218742,35.05,16.15,-10.4
16-July-2025,816.5,834.0,815.15,831.55,827.5490807922681,1238621,24494,1025019670.0,791205,63.88,18.85,15.05
15-July-2025,810.2,821.0,810.2,816.75,816.6420218916545,460084,11062,375723928.0,237410,51.6,10.8,6.55
14-July-2025,810.4,815.6,808.0,809.3,809.2151549104334,435542,3810,352447187.0,352911,81.03,7.6,-1.1
11-July-2025,808.0,812.6,804.5,808.5,808.8868582828367,227573,6908,184080809.0,121754,53.5,8.1,0.5
10-July-2025,812.0,815.5,807.05,808.0,810.783046042705,174968,3941,141861088.0,76058,43.47,8.45,-4.0
