Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-March-2026,1351.7,1357.35,1334.8,1350.7,1346.6878341037625,271061,20771,365034551.0,42792,15.79,22.55,-1.0
4-March-2026,1336.05,1357.75,1326.65,1351.05,1340.4221692862548,134754,16137,180627249.0,55215,40.97,31.1,15.0
2-March-2026,1362.9,1384.65,1353.65,1373.15,1366.602120413096,182040,9353,248776250.0,122959,67.54,31.0,10.25
27-February-2026,1394.6,1394.75,1381.0,1383.85,1387.602703104114,100995,3543,140140935.0,45335,44.89,13.75,-10.75
26-February-2026,1401.05,1405.95,1386.15,1394.7,1394.6874127409228,341655,21626,476501928.0,81646,23.9,19.8,-6.35
25-February-2026,1397.95,1404.35,1388.0,1402.5,1396.5703508327383,86822,12591,121253031.0,40731,46.91,16.35,4.55
24-February-2026,1386.65,1396.35,1383.6,1387.65,1388.1092623209247,650215,24553,902569464.0,546376,84.03,12.75,1.0
23-February-2026,1375.35,1402.2,1375.35,1386.55,1390.5324529937484,376067,14615,522933368.0,228746,60.83,26.85,11.2
20-February-2026,1351.0,1376.15,1351.0,1368.25,1368.45365117449,129205,4038,176811054.0,88932,68.83,25.15,17.25
19-February-2026,1377.35,1382.25,1350.75,1355.95,1365.5728770008911,86399,13707,117984131.0,35689,41.31,31.5,-21.4
18-February-2026,1364.85,1378.5,1354.0,1377.05,1364.848066644634,87749,10008,119764053.0,29089,33.15,24.5,12.2
17-February-2026,1359.45,1360.65,1350.55,1357.05,1355.732708051225,371459,4211,503599116.0,336003,90.45,10.1,-2.4
16-February-2026,1323.45,1362.0,1323.45,1358.25,1349.644966775498,226038,6580,305071049.0,86935,38.46,38.55,34.8
13-February-2026,1335.0,1346.0,1316.2,1333.8,1330.5370642037035,400818,12630,533303205.0,110468,27.56,29.8,-1.2
12-February-2026,1342.55,1357.75,1335.95,1340.0,1341.0230497605464,292541,15491,392304224.0,150675,51.51,21.8,-2.55
11-February-2026,1352.8,1359.9,1344.85,1347.7,1348.887939231195,95707,8290,129098018.0,26549,27.74,15.05,-5.1
10-February-2026,1350.0,1360.0,1342.85,1356.4,1354.796012585644,68014,2983,92145096.0,25277,37.16,17.15,6.4
9-February-2026,1345.15,1347.65,1331.0,1341.35,1339.0316947716049,136868,2313,183270590.0,106786,78.02,16.65,-3.8
6-February-2026,1331.05,1346.4,1326.45,1341.55,1335.8438003835108,104821,4858,140024483.0,42637,40.68,19.95,10.5
5-February-2026,1345.75,1345.75,1318.0,1330.65,1327.6979218643,290597,25147,385825033.0,74619,25.68,27.75,-15.1
4-February-2026,1360.0,1370.0,1336.5,1338.35,1347.3557898925585,175910,23261,237013357.0,67465,38.35,33.5,-21.65
3-February-2026,1375.8,1418.3,1345.5,1355.55,1359.5908743743878,222582,12174,302620456.0,83400,37.47,72.8,-20.25
2-February-2026,1334.35,1351.9,1303.0,1317.85,1320.4472659151602,275979,9744,364415716.0,172318,62.44,48.9,-16.5
1-February-2026,1371.05,1384.6,1332.6,1338.35,1358.118693031398,115963,6275,157491518.0,47795,41.22,52.0,-32.7
30-January-2026,1354.0,1378.7,1352.35,1370.25,1369.452845085546,253314,12511,346901578.0,132100,52.15,26.35,16.25
29-January-2026,1320.5,1367.0,1303.75,1364.35,1349.80829814994,272856,22491,368303293.0,109443,40.11,63.25,43.85
28-January-2026,1340.85,1369.15,1310.25,1320.5,1336.4807958861197,577168,22222,771373948.0,341428,59.16,58.9,-20.35
27-January-2026,1286.1,1333.5,1279.95,1314.45,1314.1934314023729,5982860,30025,7862635313.0,5529734,92.43,53.55,28.35
23-January-2026,1291.15,1299.95,1248.95,1260.1,1275.759348575884,572039,7463,729784102.0,507694,88.75,51.0,-31.05
22-January-2026,1286.45,1298.9,1281.5,1295.35,1291.6265711215228,235421,19713,304076019.0,29557,12.55,17.4,8.9
21-January-2026,1293.05,1297.3,1267.7,1284.35,1283.5225473321857,81340,10964,104401724.0,19067,23.44,29.6,-8.7
20-January-2026,1303.65,1311.25,1290.0,1293.1,1302.5532123011828,313856,6817,408814141.0,270600,86.22,21.25,-10.55
19-January-2026,1306.0,1326.0,1296.75,1307.55,1308.3637223307494,160738,7328,210303768.0,76835,47.8,29.25,1.55
16-January-2026,1300.8,1309.25,1286.7,1294.55,1297.513128087851,92702,3474,120282062.0,49142,53.01,22.55,-6.25
14-January-2026,1251.45,1308.4,1251.45,1298.5,1294.1639325772999,354658,24682,458985592.0,137946,38.9,56.95,47.05
13-January-2026,1270.7,1283.05,1258.65,1261.9,1268.6445506340747,76174,12013,96637730.0,20612,27.06,24.4,-8.8
12-January-2026,1273.4,1278.65,1267.0,1274.25,1272.5585259800805,573805,3890,730200445.0,546516,95.24,11.65,0.85
9-January-2026,1283.15,1295.05,1270.2,1271.95,1275.2549504327696,158976,7835,202734931.0,119102,74.92,24.85,-11.2
8-January-2026,1287.3,1304.3,1283.8,1286.85,1289.2168974825709,307099,23152,395917220.0,52579,17.12,20.5,-0.45
7-January-2026,1290.25,1298.0,1284.45,1295.85,1290.263037449169,117546,13314,151665259.0,44032,37.46,13.55,5.6
6-January-2026,1300.0,1303.95,1285.8,1293.6,1294.3262403745562,233236,11962,301883475.0,134957,57.86,18.15,-6.4
5-January-2026,1271.0,1289.3,1270.2,1285.85,1284.0151660800377,135236,6198,173645075.0,79179,58.55,19.1,14.85
2-January-2026,1274.4,1281.45,1264.3,1267.5,1271.4955930788144,43114,3030,54819261.0,20884,48.44,17.15,-6.9
1-January-2026,1269.1,1279.0,1263.55,1274.3,1273.736089853467,305119,26848,388641082.0,25538,8.37,15.45,5.2
31-December-2025,1246.05,1271.45,1245.75,1268.7,1261.843032088762,130326,14601,164450955.0,56507,43.36,25.7,22.65
30-December-2025,1232.05,1251.5,1232.0,1246.0,1242.9525915368977,95426,4565,118609994.0,65650,68.8,19.5,13.95
29-December-2025,1228.05,1233.5,1219.2,1232.05,1226.4371598764524,27196,1629,33354185.0,15483,56.93,14.3,4.0
26-December-2025,1223.2,1230.0,1222.0,1228.05,1226.4340880295267,54459,3165,66790374.0,27859,51.16,8.0,4.85
24-December-2025,1231.8,1235.15,1224.85,1226.7,1228.4699756365549,146531,18511,180008934.0,15488,10.57,10.3,-5.1
23-December-2025,1234.3,1237.7,1223.45,1224.7,1229.6112474285571,40347,8342,49611125.0,15291,37.9,14.25,-9.6
22-December-2025,1236.0,1236.2,1227.05,1233.1,1231.3666586170812,37269,2018,45891804.0,23510,63.08,9.15,-2.9
19-December-2025,1237.95,1241.35,1228.65,1230.55,1234.2870819158863,33217,1961,40999314.0,19874,59.83,12.7,-7.4
18-December-2025,1227.85,1238.65,1220.05,1229.7,1231.0759623917293,367366,25323,452255452.0,35439,9.65,18.6,1.85
17-December-2025,1219.65,1235.45,1219.55,1224.65,1230.2201998912155,147080,5915,180940787.0,70128,47.68,15.9,5.0
16-December-2025,1280.0,1280.0,1217.1,1219.65,1234.064095736148,155845,7732,192322719.0,76305,48.96,62.9,-60.35
15-December-2025,1284.0,1289.3,1280.15,1284.2,1284.830892034233,24304,2182,31226530.0,13833,56.92,9.15,0.2
12-December-2025,1280.6,1290.6,1277.7,1286.3,1286.930802430575,35218,1832,45323129.0,21700,61.62,12.9,5.7
11-December-2025,1281.7,1281.9,1270.75,1272.45,1274.302561409408,529357,25842,674560981.0,130467,24.65,11.15,-9.25
10-December-2025,1268.6,1283.95,1268.1,1278.8,1275.3483018768497,227722,29516,290424866.0,86893,38.16,15.85,10.2
9-December-2025,1270.3,1281.25,1263.85,1275.0,1271.2153747831644,54765,2522,69618110.0,21119,38.56,17.4,4.7
8-December-2025,1283.0,1288.9,1265.65,1273.6,1273.1115210414227,66678,3473,84888530.0,33911,50.86,23.25,-9.4
5-December-2025,1275.0,1284.95,1267.55,1282.85,1277.81518407883,77331,4436,98814726.0,27385,35.41,17.4,7.85
4-December-2025,1274.35,1282.3,1269.85,1280.3,1278.6427433116005,461209,13064,589721541.0,45547,9.88,12.45,5.95
3-December-2025,1262.3,1272.9,1255.0,1270.9,1264.569010561661,116743,5318,147629580.0,29812,25.54,17.9,8.6
2-December-2025,1268.35,1280.7,1255.55,1259.45,1265.355561023622,89408,4688,113132910.0,55388,61.95,25.15,-8.9
1-December-2025,1292.9,1292.9,1268.5,1275.85,1277.810016031758,65495,3383,83690167.0,24112,36.82,24.4,-17.05
28-November-2025,1286.1,1290.0,1275.1,1280.25,1280.0972496653706,62756,2654,80333783.0,31574,50.31,14.9,-5.85
27-November-2025,1298.95,1304.0,1281.15,1287.35,1288.3554056938433,566893,23712,730359661.0,112159,19.78,22.85,-11.6
26-November-2025,1267.05,1293.0,1267.05,1290.15,1287.5518329499077,113451,11767,146074043.0,61600,54.3,25.95,23.1
25-November-2025,1269.0,1276.2,1264.2,1266.0,1270.1274784013922,32178,3358,40870162.0,15657,48.66,12.0,-3.0
24-November-2025,1275.8,1290.85,1267.15,1268.6,1276.0220776915255,123926,4127,158132312.0,70265,56.7,23.7,-7.2
21-November-2025,1281.5,1284.1,1273.15,1275.35,1278.9440234543968,62419,3418,79830407.0,32691,52.37,10.95,-6.15
20-November-2025,1276.95,1287.0,1263.0,1285.25,1280.7835059112592,1253540,17856,1605513356.0,835775,66.67,24.0,8.3
19-November-2025,1269.95,1273.0,1257.65,1270.05,1266.70011781086,65359,7991,82790253.0,33352,51.03,15.35,0.1
18-November-2025,1249.75,1273.35,1248.55,1265.25,1263.397557792692,107280,4292,135537290.0,50514,47.09,24.8,15.5
17-November-2025,1243.65,1261.0,1240.45,1249.35,1252.3446853297276,130168,5288,163015203.0,58868,45.22,20.55,5.7
14-November-2025,1227.05,1245.75,1223.25,1242.75,1233.3706564202735,311264,3233,383903884.0,279845,89.91,22.5,15.7
13-November-2025,1221.35,1234.8,1212.8,1224.9,1225.5871411206608,464815,23797,569671287.0,79870,17.18,22.0,3.55
12-November-2025,1225.15,1232.9,1217.05,1223.75,1226.487604041043,101162,4427,124073939.0,53683,53.07,15.85,-1.4
11-November-2025,1221.85,1225.0,1209.5,1222.1,1218.9280322052844,987664,5393,1203891336.0,900038,91.13,15.5,0.25
10-November-2025,1218.5,1232.2,1215.4,1217.05,1225.8815266121424,205658,3510,252112343.0,171174,83.23,16.8,-1.45
7-November-2025,1228.3,1228.6,1217.0,1223.25,1225.2251478300464,1414293,7833,1732827350.0,1320850,93.39,11.6,-5.05
6-November-2025,1222.2,1239.3,1222.2,1228.55,1229.0531112276078,501683,11416,616595052.0,124554,24.83,17.1,6.35
4-November-2025,1232.75,1235.4,1223.05,1226.9,1227.476255975845,59615,3250,73175997.0,35369,59.33,12.35,-5.85
3-November-2025,1221.25,1241.2,1221.25,1234.2,1232.5055613995755,115978,6252,142943530.0,71425,61.58,19.95,12.95
31-October-2025,1235.65,1245.45,1231.0,1233.0,1237.7983848182332,42472,2880,52571773.0,18554,43.69,14.45,-2.65
30-October-2025,1242.1,1247.9,1234.65,1238.6,1239.5553766902767,183254,10994,227153481.0,29632,16.17,13.25,-3.5
29-October-2025,1246.0,1250.5,1239.3,1248.15,1241.6354239504044,1525945,14281,1894667367.0,1271187,83.3,11.2,2.15
28-October-2025,1249.0,1258.7,1236.7,1245.7,1246.371565126508,91852,11747,114481721.0,47292,51.49,22.0,-3.3
27-October-2025,1242.5,1258.0,1242.5,1254.15,1250.5368831312423,108532,7243,135723269.0,48782,44.95,15.5,11.65
24-October-2025,1255.0,1255.85,1240.0,1242.05,1245.5286233530212,83638,7381,104173523.0,36738,43.92,15.85,-12.95
23-October-2025,1245.4,1275.7,1242.05,1259.4,1263.7819456051432,498981,20075,630603179.0,114663,22.98,33.65,14.0
21-October-2025,1223.2,1238.4,1223.0,1235.9,1232.8386008296109,125360,5524,154548647.0,85926,68.54,15.4,12.7
20-October-2025,1205.15,1231.55,1205.15,1226.15,1224.4187758637281,103910,6839,127229355.0,49941,48.06,26.4,21.0
17-October-2025,1199.8,1212.9,1191.45,1200.15,1202.247746723764,162763,10724,195681450.0,78220,48.06,21.45,0.35
16-October-2025,1211.0,1217.65,1185.5,1196.25,1196.533303747304,899073,34057,1075770787.0,524298,58.32,32.15,-14.75
15-October-2025,1183.65,1183.65,1164.05,1169.0,1168.070670583577,204583,9983,238967402.0,80461,39.33,19.6,-14.65
14-October-2025,1193.95,1193.95,1166.7,1176.6,1175.6378208312633,60390,8459,70996768.0,24853,41.15,27.25,-17.35
13-October-2025,1173.95,1193.5,1167.5,1189.45,1182.6434952624454,66490,5361,78633966.0,19303,29.03,26.0,15.5
10-October-2025,1167.45,1191.75,1165.05,1180.1,1183.4617749450092,115474,5091,136659065.0,67279,58.26,26.7,12.65
9-October-2025,1180.4,1187.0,1162.9,1167.45,1168.3447962209666,295737,7114,345522785.0,40226,13.6,24.1,-12.95
8-October-2025,1184.7,1193.95,1174.3,1180.4,1181.1217761107296,189290,3718,223574541.0,128767,68.03,19.65,-4.3
7-October-2025,1212.3,1212.3,1184.0,1186.7,1188.2861912471456,665223,4638,790475305.0,591631,88.94,28.3,-25.6
6-October-2025,1175.75,1215.0,1175.75,1212.5,1203.5056137820925,465996,19190,560828802.0,285303,61.22,39.25,36.75
3-October-2025,1170.0,1187.7,1169.7,1181.7,1179.1709683852907,145407,5511,171459713.0,80401,55.29,18.0,11.7
1-October-2025,1133.05,1164.55,1131.85,1159.4,1154.7215693537498,334762,11461,386556902.0,87717,26.2,32.7,26.35
30-September-2025,1128.15,1136.7,1125.5,1131.85,1130.166198339962,46264,2141,52286009.0,25008,54.05,11.2,3.7
29-September-2025,1154.0,1157.95,1127.0,1131.7,1135.2706881669314,79937,4416,90750133.0,30308,37.91,30.95,-22.3
26-September-2025,1160.05,1169.55,1148.15,1153.75,1158.4806380256916,75044,2127,86937021.0,29841,39.76,21.4,-6.3
25-September-2025,1153.3,1171.4,1153.3,1166.0,1161.0740091257271,343863,14399,399250392.0,280152,81.47,18.1,12.7
24-September-2025,1167.95,1172.85,1154.3,1158.8,1159.6649054174509,201940,18100,234182731.0,125190,61.99,18.55,-9.15
23-September-2025,1144.55,1172.2,1141.75,1170.75,1162.8907073412058,371928,9575,432511615.0,330441,88.85,30.45,26.2
22-September-2025,1130.3,1146.85,1130.3,1144.2,1140.9690159307377,94597,8304,107932246.0,60488,63.94,16.55,13.9
19-September-2025,1134.25,1143.9,1122.7,1135.95,1135.7118693113064,76028,7450,86345902.0,25251,33.21,21.2,1.7
18-September-2025,1128.0,1134.0,1121.0,1132.95,1128.6920296747194,105140,11796,118670680.0,59837,56.91,13.0,4.95
17-September-2025,1123.95,1128.7,1116.1,1126.0,1123.2934044936417,121416,9055,136385792.0,71530,58.91,12.6,2.05
16-September-2025,1107.65,1126.8,1104.3,1121.2,1120.9063918305596,158640,4919,177820590.0,95784,60.38,22.5,13.55
15-September-2025,1106.0,1109.8,1100.25,1104.3,1105.2652902808472,185510,5381,205037764.0,122775,66.18,9.55,-1.7
12-September-2025,1089.85,1108.3,1089.85,1105.3,1102.536846269646,194633,6664,214590054.0,128870,66.21,18.45,15.45
11-September-2025,1068.2,1092.9,1068.2,1087.45,1082.1213739725588,125068,15589,135338756.0,58777,47.0,24.7,19.25
10-September-2025,1055.0,1073.95,1055.0,1070.75,1066.686898778796,43973,4366,46905423.0,23448,53.32,18.95,15.75
9-September-2025,1055.85,1057.5,1048.7,1051.9,1052.4456460726715,26723,1524,28124505.0,13666,51.14,8.8,-3.95
8-September-2025,1053.35,1062.9,1053.35,1055.25,1058.0946796691767,48606,2704,51429750.0,25882,53.25,9.55,1.9
5-September-2025,1055.3,1058.0,1047.65,1056.2,1051.8804452274185,49952,3239,52543532.0,34188,68.44,10.35,0.9
4-September-2025,1059.95,1062.35,1047.7,1050.2,1055.4721785890365,87217,8836,92055117.0,38367,43.99,14.65,-9.75
3-September-2025,1055.65,1065.0,1045.1,1054.45,1055.6131809217907,84683,5768,89392491.0,29576,34.93,19.9,-1.2
2-September-2025,1062.0,1063.95,1049.25,1055.7,1056.425152096008,59995,2846,63380227.0,36585,60.98,14.7,-6.3
1-September-2025,1041.3,1063.9,1041.3,1061.4,1057.0384189139268,127229,5994,134485941.0,49163,38.64,22.6,20.1
29-August-2025,1052.3,1062.85,1042.5,1045.55,1052.477702277023,88888,4319,93552638.0,55311,62.23,20.35,-6.75
28-August-2025,1050.0,1059.2,1047.0,1052.35,1050.9642294014063,86887,4112,91315129.0,39887,45.91,12.2,2.35
26-August-2025,1062.15,1069.7,1048.05,1050.15,1053.5049227925294,597222,21087,629176317.0,128385,21.5,21.65,-12.0
25-August-2025,1071.2,1074.35,1068.0,1070.05,1071.5313438676042,608237,4638,651745010.0,519383,85.39,6.35,-1.15
22-August-2025,1077.8,1078.5,1069.35,1070.4,1072.8508752890104,105965,5403,113684643.0,63024,59.48,9.15,-7.4
21-August-2025,1088.15,1090.0,1076.5,1079.3,1087.726088357768,937054,4474,1019258082.0,881054,94.02,13.5,-8.85
20-August-2025,1083.15,1083.55,1077.85,1079.85,1080.3241276498975,39577,2405,42755988.0,25315,63.96,5.7,-3.3
19-August-2025,1082.0,1094.95,1075.95,1083.25,1085.35,273820,10822,297190537.0,53115,19.4,19.0,1.25
18-August-2025,1077.3,1089.6,1077.3,1082.15,1084.5395766888953,79327,3334,86033271.0,39557,49.87,12.3,4.85
14-August-2025,1068.0,1072.25,1062.15,1067.5,1067.3103440178465,42585,2571,45451411.0,17776,41.74,10.1,-0.5
13-August-2025,1069.9,1071.95,1063.25,1066.3,1067.4151818856717,48492,1669,51761097.0,10889,22.46,8.7,-3.6
12-August-2025,1070.75,1076.45,1066.5,1069.3,1071.039388101983,44125,2879,47259613.0,18525,41.98,9.95,-1.45
11-August-2025,1060.0,1075.0,1053.0,1073.55,1064.381975549064,46215,2006,49190413.0,20324,43.98,22.0,13.55
8-August-2025,1076.65,1078.05,1053.8,1057.35,1061.1420763795763,88741,5751,94166809.0,49549,55.84,24.25,-19.3
7-August-2025,1069.1,1079.8,1064.85,1076.9,1070.7321908454117,22699,2938,24304550.0,7107,31.31,14.95,7.8
6-August-2025,1073.4,1077.8,1065.8,1070.7,1072.2016979169593,35573,1791,38141431.0,18626,52.36,12.0,-2.7
5-August-2025,1068.0,1079.85,1062.6,1070.55,1070.5778440668848,208179,6058,222871825.0,30474,14.64,17.25,2.55
4-August-2025,1063.2,1070.0,1059.75,1068.45,1064.2167665952288,3905957,9754,4156784929.0,3671603,94.0,10.25,5.25
1-August-2025,1060.25,1070.8,1060.2,1062.6,1065.7740561892174,2181237,5207,2324705805.0,2064735,94.66,10.6,2.35
31-July-2025,1061.05,1081.4,1061.05,1068.3,1072.2113559058268,44981,2376,48229139.0,22200,49.35,20.35,7.25
30-July-2025,1066.3,1080.5,1062.0,1073.25,1071.2869606058825,85165,4503,91236154.0,46168,54.21,18.5,6.95
29-July-2025,1076.45,1077.7,1055.3,1065.5,1065.682600210516,266963,8662,284497824.0,62775,23.51,22.4,-10.95
28-July-2025,1079.95,1091.55,1067.15,1073.35,1075.8089072811465,274270,10351,295062109.0,99055,36.12,24.4,-6.6
25-July-2025,1091.95,1100.0,1076.35,1086.9,1085.6620249092327,304626,12867,330720880.0,191795,62.96,23.65,-5.05
24-July-2025,1105.15,1105.5,1089.25,1095.25,1097.5426973342733,129083,4960,141674104.0,95369,73.88,16.25,-9.9
23-July-2025,1100.0,1110.4,1097.8,1105.15,1105.3490016821472,136730,4351,151134369.0,70320,51.43,12.6,5.15
